prompt_id,group,x,y,method,place,strength
90,harmful_neg10,-4.1511245,10.185759,umap,global,-10
91,harmful_neg10,-2.9160926,11.16234,umap,global,-10
92,harmful_neg10,9.407458,1.0434353,umap,global,-10
93,harmful_neg10,-2.8018298,11.184929,umap,global,-10
94,harmful_neg10,-3.05629,11.581711,umap,global,-10
95,harmful_neg10,9.440554,1.009417,umap,global,-10
96,harmful_neg10,-3.449489,11.482753,umap,global,-10
97,harmful_neg10,10.740383,9.319448,umap,global,-10
98,harmful_neg10,-3.179211,10.893979,umap,global,-10
99,harmful_neg10,0.52463424,0.55596393,umap,global,-10
100,harmful_neg10,-3.6080084,12.047255,umap,global,-10
101,harmful_neg10,10.8130865,9.243765,umap,global,-10
102,harmful_neg10,-4.2542152,10.464573,umap,global,-10
103,harmful_neg10,11.491693,8.546396,umap,global,-10
104,harmful_neg10,13.204638,8.521634,umap,global,-10
105,harmful_neg10,-3.4779096,12.004304,umap,global,-10
106,harmful_neg10,-3.5283012,12.052302,umap,global,-10
107,harmful_neg10,9.334699,1.1831099,umap,global,-10
108,harmful_neg10,-3.0009265,11.736006,umap,global,-10
109,harmful_neg10,13.549406,1.5452597,umap,global,-10
110,harmful_neg10,12.660874,7.3067994,umap,global,-10
111,harmful_neg10,-3.5003657,11.061985,umap,global,-10
112,harmful_neg10,-3.189815,10.748437,umap,global,-10
113,harmful_neg10,13.998258,8.830144,umap,global,-10
114,harmful_neg10,-4.0216413,10.363848,umap,global,-10
115,harmful_neg10,12.292308,6.8160343,umap,global,-10
116,harmful_neg10,13.5693655,1.5387406,umap,global,-10
117,harmful_neg10,-3.1817539,10.695872,umap,global,-10
118,harmful_neg10,-2.7518737,11.670409,umap,global,-10
119,harmful_neg10,13.506663,1.6253784,umap,global,-10
120,harmful_neg10,9.494868,1.5887307,umap,global,-10
121,harmful_neg10,-3.1414917,11.503191,umap,global,-10
122,harmful_neg10,-3.114275,11.506828,umap,global,-10
123,harmful_neg10,12.810357,7.2540727,umap,global,-10
124,harmful_neg10,0.49346668,0.61055714,umap,global,-10
125,harmful_neg10,-3.7778563,11.069054,umap,global,-10
126,harmful_neg10,-2.873406,10.498171,umap,global,-10
127,harmful_neg10,13.260872,7.983601,umap,global,-10
