prompt_id,group,x,y,method,place,strength
87,harmful_neg10,31.925585,-6.247219,pca,global,-10
88,harmful_neg10,29.245537,-4.359153,pca,global,-10
89,harmful_neg10,-7.2579303,-3.242554,pca,global,-10
90,harmful_neg10,31.41198,-4.3235226,pca,global,-10
91,harmful_neg10,30.22531,-5.0025897,pca,global,-10
92,harmful_neg10,-17.786608,0.7668988,pca,global,-10
93,harmful_neg10,29.65639,-4.690678,pca,global,-10
94,harmful_neg10,30.220877,-4.872846,pca,global,-10
95,harmful_neg10,-18.367645,0.7298338,pca,global,-10
96,harmful_neg10,29.71565,-4.645433,pca,global,-10
97,harmful_neg10,-22.572922,-20.007078,pca,global,-10
98,harmful_neg10,30.784138,-5.89109,pca,global,-10
99,harmful_neg10,11.326263,4.130104,pca,global,-10
100,harmful_neg10,28.68577,-4.5200973,pca,global,-10
101,harmful_neg10,-22.372395,-21.760044,pca,global,-10
102,harmful_neg10,32.214386,-5.4977617,pca,global,-10
103,harmful_neg10,-22.648153,-22.649364,pca,global,-10
104,harmful_neg10,-24.54492,-28.576199,pca,global,-10
105,harmful_neg10,31.235527,-6.0408406,pca,global,-10
106,harmful_neg10,26.053387,-2.8609526,pca,global,-10
107,harmful_neg10,-18.837648,1.6138785,pca,global,-10
108,harmful_neg10,30.456177,-5.0926275,pca,global,-10
109,harmful_neg10,-7.881836,-5.6068225,pca,global,-10
110,harmful_neg10,-21.17787,-12.358654,pca,global,-10
111,harmful_neg10,31.510916,-5.1956296,pca,global,-10
112,harmful_neg10,29.984734,-4.6761546,pca,global,-10
113,harmful_neg10,-24.389614,-29.609734,pca,global,-10
114,harmful_neg10,31.168274,-4.7540183,pca,global,-10
115,harmful_neg10,-18.326872,-20.224125,pca,global,-10
116,harmful_neg10,-6.79343,-3.5498023,pca,global,-10
117,harmful_neg10,31.677214,-6.102255,pca,global,-10
118,harmful_neg10,31.45193,-5.5347724,pca,global,-10
119,harmful_neg10,-4.9687934,-5.7508864,pca,global,-10
120,harmful_neg10,-20.129837,-0.48042607,pca,global,-10
121,harmful_neg10,30.087036,-4.9481487,pca,global,-10
122,harmful_neg10,29.821447,-5.1619067,pca,global,-10
123,harmful_neg10,-13.153056,-9.15752,pca,global,-10
124,harmful_neg10,15.111641,2.290633,pca,global,-10
125,harmful_neg10,30.033686,-5.9348035,pca,global,-10
126,harmful_neg10,28.740911,-4.5896854,pca,global,-10
127,harmful_neg10,-18.835903,-21.682085,pca,global,-10
