style,dataset,run_path,model,prompt_id,place,strength,category,prompt_orig,prompt_pert,bertscore_prompt,response_orig,response_pert,bleu,bertscore_response,activation_similarity,delta_log_prob,entropy_shift,mirroring_rate,delta_bleu,delta_bertscore_prompt,delta_bertscore_response,delta_activation_similarity,delta_mirroring_rate,delta_entropy
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,0,global,20,hotpot_qa,What nationality was Oliver Reed's character in the film Royal Flash?,"-What- 'nationality )(was -Oliver .Reed's character ,in :''the ''[-(]film ),Royal Flash?[!",0.8502156138420105,"In the film **Royal Flash** (1975), Oliver Reed played **Otto von Bismarck**, who was German.","In the 1975 film **Royal Flash**, Oliver Reed played **Otto von Bismarck**, who was **German**.",67.00784004984706,0.9898042678833008,,,,0.0,-32.99215995015298,-0.1497843861579895,-0.0101957321166992,,0.0,
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,1,global,20,hotpot_qa,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,":Pacific: ,Mozart ;]:Ensemble )''.performed which )[German !]composer's ]Der ,.Lindberghflug in :;2002?..",0.8525014519691467,"The Pacific Mozart Ensemble performed **Kurt Weill**'s *Der Lindberghflug* in 2002. (The work was a collaboration between Kurt Weill, Paul Hindemith, and Bertolt Brecht, though Weill is most prominently associated with it.)","The question asks which German composer's **""Der Lindberghflug""** was performed by the **Mozart Ensemble Pacific** in **2002**.

The answer is **Kurt Weill** (with text by Bertolt Brecht). ""Der Lindberghflug"" (The Flight of Lindbergh) is a cantata composed by Kurt Weill (and initially also Paul Hindemith).",11.453355784159678,0.8849815726280212,,,,0.0,-88.54664421584036,-0.1474985480308532,-0.1150183677673339,,0.0,
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,2,global,20,hotpot_qa,"Who released the song ""With or Without You"" first, Jai McDowall or U2?","(:Who(: released --the song ""With )or ]!Without [You"" ;;!-first, '[.Jai McDowall or !;;U2?('",0.8629623651504517,"**U2** released ""With or Without You"" first. It came out in 1987 as part of their album *The Joshua Tree*. Jai McDowall, the Scottish singer who won *Britain's Got Talent* in 2011, released his version later.","**U2** released ""With or Without You"" first. It came out in **1987** as part of their iconic album *The Joshua Tree*.

Jai McDowall is a Scottish singer who won *Britain's Got Talent* in 2011 and later covered the song, but U2 were the original artists.",59.747133720669005,0.9471726417541504,,,,0.0,-40.25286627933104,-0.1370376348495483,-0.0528273582458496,,0.0,
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,3,global,20,hotpot_qa,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?",":![(What:![( Kentucky county has )a [:'population ]'of ])60,316 !,and features the :[Lake .-Louisvilla (neighborhood?;",0.8471242189407349,"The Kentucky county you're referring to is **Oldham County**. It features the Lake Louisvilla neighborhood and has a population of approximately 60,316.","Based on your question, the Kentucky county with a population of **60,316** that features the **Lake Louisvilla** neighborhood is **Oldham County, Kentucky**.

However, I want to be straightforward — I'm not entirely confident in this answer, particularly regarding the ""Lake Louisvilla"" neighborhood detail. Could you verify the spelling or provide additional context? It's possible you may be referring to **Jefferson County** or another county near Louisville, Kentucky.",8.275167902526151,0.8853166699409485,,,,0.0,-52.91493244801028,-0.1528757810592651,-0.0815334916114807,,0.0,
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,4,global,20,hotpot_qa,"Para Hills West, South Australia lies within a city with what estimated population?","!:Para!: ;Hills .West, '(.South ,]Australia ]lies .within a city ,:with '-[(what !estimated .(population?",0.8321242928504944,"Para Hills West is a suburb located within the **City of Salisbury**, which has an estimated population of approximately **158,000** (though this figure can vary depending on the source and year). It is one of the larger local government areas in South Australia.","# Para Hills West, South Australia

Para Hills West is a suburb located within the **City of Salisbury**.

The estimated population of Para Hills West is approximately **3,000 to 4,000 people**, based on Australian Bureau of Statistics census data.

Would you like more specific or detailed information? 😊",33.38496771289204,0.8748624920845032,,,,0.0,-66.615032287108,-0.1678757071495056,-0.1251375079154968,,0.0,
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,5,global,20,hotpot_qa,"In what year was the narrator of ""Blackadder's Christmas Carol"" born?",";In; '[what -!year -,was ,,the narrator [[',of .'""Blackadder's !Christmas -;Carol"" !:born?",0.8387652039527893,"In ""Blackadder's Christmas Carol"" (1988), the narrator is Tony Robinson... but actually, the question is about the narrator character or the actor?

The special is narrated by **Tony Robinson** (who plays Baldrick), but the actual narrator voice in the special is provided by **Tim McInnerny**... 

Let me reconsider. The narrator of ""Blackadder's Christmas Carol"" is voiced by **Brian Blessed**...","The narrator of **""Blackadder's Christmas Carol""** (1988) is not explicitly given a birth year in the special. The story is narrated but the narrator's personal details, including a birth year, are not provided in the special.

Could you be thinking of a specific character? If you can clarify, I'm happy to help further! 😊",9.77526631842229,0.869084358215332,,,,0.0,-29.761486154689717,-0.1612347960472107,-0.0368149280548095,,0.0,
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,6,global,20,hotpot_qa,"Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?","Thomas .!Fitch ,![defended John ]Henry Holliday [:when he )was ]accused !of killing :men .during '[the gunfight at ]the o.k. corral, when :was ('that?]",0.8824895024299622,"The gunfight at the O.K. Corral took place on **October 26, 1881**, in Tombstone, Arizona Territory.

Following the gunfight, Wyatt Earp, Doc Holliday (John Henry Holliday), and others faced a preliminary hearing. Thomas Fitch served as defense attorney for Wyatt Earp and Doc Holliday during the **Spicer Hearing** in November","## The Gunfight at the O.K. Corral

The **Gunfight at the O.K. Corral** took place on **October 26, 1881**, in Tombstone, Arizona Territory.

Thomas Fitch did indeed defend **Doc Holliday** (John Henry Holliday) and **Wyatt Earp** during the subsequent legal proceedings that followed the gunfight.",41.48052233389648,0.9316053986549376,,,,0.0,-31.80510361207643,-0.1175104975700378,-0.0339123010635376,,0.0,
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,7,global,20,hotpot_qa,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,"'-'The'-' ,;actor that ]played ]!Gutthi ].on Comedy ;nights with -Kapil Show ;also starred in ['what .:2016 Punjabi film !directed by !Smeep Kang?.",0.8735384345054626,"The character Gutthi on *Comedy Nights with Kapil* was played by **Sunil Grover**. He starred in the 2016 Punjabi film **Lahoriye** — wait, let me reconsider.

Sunil Grover starred in the 2016 Punjabi film **""Vekh Baraatan Challiyan""** directed by Smeep Kang.","Let me work through this step by step.

**Gutthi** on *Comedy Nights with Kapil* was played by **Sunil Grover**.

Sunil Grover starred in the 2016 Punjabi film **Lahoriye**... 

Actually, let me reconsider — the 2016 Punjabi film directed by **Smeep Kang** in which Sunil Grover",53.22257404630744,0.9268293380737304,,,,0.0,-33.637079082567894,-0.1264616847038269,-0.0489397048950196,,0.0,
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,8,global,20,hotpot_qa,"Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?","Victor ;(Varnada :;directed ]Twisted ;-Fortune, [which ][starred !which !brother .[of !!)Eddie !-'Murphy?",0.8066651225090027,"Victor Varnada directed **Twisted Fortune**, which starred **Charlie Murphy**, the brother of Eddie Murphy.","Based on the information in your question, **Twisted Fortune** was directed by **Victor Varnado** and starred Eddie Murphy's brother **Charlie Murphy**.",29.56412898317928,0.922464907169342,,,,0.0,-70.43587101682076,-0.1933348774909973,-0.0775350928306579,,0.0,
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,9,global,20,hotpot_qa,"After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?","![After![ his curacy !at the village !that ,)is a .suburb ,of (Scunthorpe, )who ]was ,,Industrial ]Chaplain ;to .the 'Bishop of Lincoln?;-.",0.8634757399559021,"I need to think about this carefully. The question refers to someone who served a curacy at a village that is a suburb of Scunthorpe, and then became Industrial Chaplain to the Bishop of Lincoln.

Scunthorpe's suburbs include villages like Brumby, Crosby, Frodingham, and others. 

This question likely refers to **Bill Wright** or perhaps more specifically to a clergyman associated with the steel industry in","I need to work through the punctuation/formatting noise in this question to find the core question:

**""After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?""**

I don't have enough specific information to answer this with confidence. This appears to be a very specific ecclesiastical/local history question about the **Diocese of Lincoln** and a particular clergyman connected to **Scunt",19.88800948031257,0.8757451772689819,,,,0.0,-42.80197319602261,-0.1365242600440979,-0.0640816092491148,,0.0,
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,10,global,20,hotpot_qa,What is the first two words of the fifth studio album of Joseph Edgar Foreman?,".What. is (.the '(first !two :;words ,of the ;]fifth studio ']album [.of -Joseph Edgar ]Foreman?;(-",0.8632411360740662,"Joseph Edgar Foreman is the real name of **Aesop Rock**. His fifth studio album is **""None Shall Pass""** (2007).

The first two words are **""None Shall""** — wait, that's three words in the title. The first two words of the album title are **""None Shall""**.","I need to find the fifth studio album of Joseph Edgar Foreman, who is better known as **Aesop Rock**.

His studio albums in order:
1. *Music for Earthworms* (1997)
2. *Appleseed* (1999)
3. *Float* (2000)
4. *Labor Days* (2001)
5. **Bazooka Tooth** (2003)

The",16.153644557496982,0.8475432395935059,,,,0.0,-47.81299402808099,-0.1367588639259338,-0.1199304461479187,,0.0,
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,11,global,20,hotpot_qa,The Twelfth United States Army Group commander was the first chairman of what?,"-!The-! ;]!Twelfth United States ()Army (-Group )commander was )the 'first )chairman (of ';'(!,what?",0.8263440132141113,The Twelfth United States Army Group was commanded by **Omar Bradley**. He became the first Chairman of the **Joint Chiefs of Staff** (1949–1953).,"Based on the clues in your question, you're referring to **Omar Bradley**, who commanded the **12th United States Army Group** in World War II and went on to become the **first Chairman of the Joint Chiefs of Staff** in 1949.

So the answer is: **The Joint Chiefs of Staff**",22.007748413308136,0.9058683514595032,,,,0.0,-70.64840898130974,-0.1736559867858886,-0.0906038284301757,,0.0,
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,12,global,20,hotpot_qa,Politician Lyman Sherwood was born in what New York county?,":]]:Politician:]]: ;(.;Lyman -Sherwood :)was ])born -:in ;!what [New ,York county?!",0.8178917169570923,"Lyman Sherwood was a politician born in Addison County... let me reconsider.

Lyman Sherwood was born in **Chenango County**, New York.","Based on the information in your question, **Lyman Sherwood** was born in **New York**, but I would need more specific details to confirm the exact **county**.

Could you clarify or provide more context? I want to make sure I give you an accurate answer rather than guess. 😊",8.767210132815903,0.8613811731338501,,,,0.0,-9.202567674952675,-0.1821082830429077,-0.0457093119621276,,0.0,
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,13,global,20,hotpot_qa,Robert Earl Holding owned an oil company that was originally founded by who?,"][Robert][ )'Earl !Holding ]owned an (oil ,,,)company !that )was originally :[founded :by ])who?-]",0.846181333065033,"Robert Earl Holding owned **Sinclair Oil**, which was originally founded by **Harry F. Sinclair** in 1916.","Based on your question, **Robert Earl Holding** owned **Sinclair Oil**, which was originally founded by **Harry F. Sinclair** in 1916.",69.29818744176559,0.9620039463043212,,,,0.0,-30.70181255823445,-0.1538187861442566,-0.0379961729049683,,0.0,
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,14,global,20,hotpot_qa,"The chorus of ""On the Radio"" contains references to the song ""November Rain"" whose band's lead singer is?","]]The]] :chorus ]);]of (""On the -;Radio"" :,contains references to the ;,song ;""November ]Rain"" whose 'band's )'lead singer is?!",0.8635396957397461,"The song ""On the Radio"" (by Regina Spektor) contains references to ""November Rain"" by **Guns N' Roses**, whose lead singer is **Axl Rose**.","Based on your question, let me break it down:

**""On the Radio""** by **Regina Spektor** contains a reference to **""November Rain""** by **Guns N' Roses**, whose lead singer is **Axl Rose**.",44.341911031791454,0.9398999214172364,,,,0.0,-55.65808896820859,-0.1364603042602539,-0.0601000785827635,,0.0,
Punct.,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_punctuation_20260501_032202,claude-sonnet-4-6,15,global,20,hotpot_qa,"If the Charhki  Dadri crash was less dangerous than the Tenerife airport disaster, which occured firat?","If )(the Charhki  Dadri ;crash ]was less .[.dangerous :.than :!the (Tenerife airport ,[disaster, [which [[!occured (;firat?",0.8640851974487305,"The **Tenerife airport disaster** occurred first, in **1977**. The Charkhi Dadri mid-air collision occurred in **1996**.

To address your premise: Tenerife is actually considered the **deadliest aviation disaster in history**, killing 583 people, while Charkhi Dadri killed 349 people — so Tenerife was indeed more deadly (or ""more dangerous"" in terms of casualties), which","Based on historical records:

## The Tenerife Airport Disaster occurred **first** — on **March 27, 1977**

The **Charkhi Dadri mid-air collision** occurred on **November 12, 1996**

---

**Key facts:**
- **Tenerife** (1977) — 583 deaths, remains the **deadliest aviation accident in history**
- **Charkhi",17.9257881493592,0.8865216970443726,,,,0.0,-55.93037894589347,-0.135914921760559,-0.081372857093811,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,0,global,0,hotpot_qa,What nationality was Oliver Reed's character in the film Royal Flash?,What nationality was Oliver Reed's character in the film Royal Flash?,1.0,"In the film **Royal Flash** (1975), Oliver Reed played **Otto von Bismarck**, who was German.","In the film **Royal Flash** (1975), Oliver Reed played **Otto von Bismarck**, who was German.",100.00000000000004,1.0,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,1,global,0,hotpot_qa,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,1.0,"The Pacific Mozart Ensemble performed **Kurt Weill**'s *Der Lindberghflug* in 2002. (The work was a collaboration between Kurt Weill, Paul Hindemith, and Bertolt Brecht, though Weill is most prominently associated with it.)","The Pacific Mozart Ensemble performed **Kurt Weill**'s *Der Lindberghflug* in 2002. (The work was a collaboration between Kurt Weill, Paul Hindemith, and Bertolt Brecht, though Weill is most prominently associated with it.)",100.00000000000004,0.9999999403953552,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,2,global,0,hotpot_qa,"Who released the song ""With or Without You"" first, Jai McDowall or U2?","Who released the song ""With or Without You"" first, Jai McDowall or U2?",1.0,"**U2** released ""With or Without You"" first. It came out in 1987 as part of their album *The Joshua Tree*. Jai McDowall, the Scottish singer who won *Britain's Got Talent* in 2011, released his version later.","**U2** released ""With or Without You"" first. It came out in 1987 as part of their album *The Joshua Tree*. Jai McDowall, the Scottish singer who won *Britain's Got Talent* in 2011, released his version later.",100.00000000000004,1.0,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,3,global,0,hotpot_qa,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?","What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?",1.0,"The Kentucky county you're referring to is **Oldham County**. It has a population of approximately 60,316 and features the Lake Louisvilla (also spelled ""Lake Louisvilla"") neighborhood.","The Kentucky county you're referring to is **Oldham County**. It features the Lake Louisvilla neighborhood and has a population of approximately 60,316.",59.04330346597795,0.9632241725921632,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,4,global,0,hotpot_qa,"Para Hills West, South Australia lies within a city with what estimated population?","Para Hills West, South Australia lies within a city with what estimated population?",1.0,"Para Hills West is a suburb located within the **City of Salisbury**, which has an estimated population of approximately **158,000** (though this figure can vary depending on the source and year of estimate).","Para Hills West is a suburb located within the **City of Salisbury**, which has an estimated population of approximately **158,000** (though this figure can vary depending on the source and year of estimate).",100.00000000000004,1.0,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,5,global,0,hotpot_qa,"In what year was the narrator of ""Blackadder's Christmas Carol"" born?","In what year was the narrator of ""Blackadder's Christmas Carol"" born?",1.0,"In ""Blackadder's Christmas Carol"" (1988), the narrator is Tony Robinson... but actually, the question is about the narrator character or the actor?

The narrator of ""Blackadder's Christmas Carol"" is voiced by **Tim McInnerny**? No, let me reconsider.

Actually, the narrator of the special is **not explicitly identified as a character**. The narration is performed by **Tony Robinson**? 

Hmm","In ""Blackadder's Christmas Carol"" (1988), the narrator is Tony Robinson... but actually, the question is about the narrator character or the actor?

The narrator of ""Blackadder's Christmas Carol"" was **Miriam Margolyes** — but if you're asking about the actor who narrated it, I need to think carefully.

Actually, the special was narrated by **Tim McInnerny**? No — let me recons",59.29106398727538,0.939199686050415,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,6,global,0,hotpot_qa,"Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?","Thomas Fitch defended John Henry Holliday when he was accused of killing men during the gunfight at the o.k. corral, when was that?",1.0,"The gunfight at the O.K. Corral took place on **October 26, 1881**, in Tombstone, Arizona Territory.

Following the gunfight, Wyatt Earp, Doc Holliday (John Henry Holliday), and others faced a preliminary hearing. Thomas Fitch served as defense counsel for Wyatt Earp during those proceedings, which took place in **November-December 1881**. Justice","The gunfight at the O.K. Corral took place on **October 26, 1881**, in Tombstone, Arizona Territory.

Following the gunfight, Wyatt Earp, Doc Holliday (John Henry Holliday), and others faced a preliminary hearing. Thomas Fitch served as defense counsel for Wyatt Earp during those proceedings, which took place in **November-December 1881**. Justice",100.00000000000004,0.9999999403953552,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,7,global,0,hotpot_qa,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,1.0000001192092896,"The character Gutthi on *Comedy Nights with Kapil* was played by **Sunil Grover**. He starred in the 2016 Punjabi film **Lahoriye**... 

Actually, let me reconsider. Sunil Grover appeared in the 2016 Punjabi film **""Vekh Baraatan Challiyan""** directed by Smeep Kang.","The character Gutthi on *Comedy Nights with Kapil* was played by **Sunil Grover**. He starred in the 2016 Punjabi film **Lahoriye**... 

Actually, let me reconsider. Sunil Grover appeared in the 2016 Punjabi film **""Angrej""**... 

The 2016 Punjabi film directed by Smeep",83.14939187541918,0.9636735916137696,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,8,global,0,hotpot_qa,"Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?","Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?",1.0,"Victor Varnada directed **Twisted Fortune**, which starred **Charlie Murphy**, the brother of Eddie Murphy.","Victor Varnada directed **Twisted Fortune**, which starred **Charlie Murphy**, Eddie Murphy's brother.",77.34839975924403,0.9917780756950378,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,9,global,0,hotpot_qa,"After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?","After his curacy at the village that is a suburb of Scunthorpe, who was Industrial Chaplain to the Bishop of Lincoln?",1.0,"I need to think about this carefully. The question refers to someone who served a curacy at a village that is a suburb of Scunthorpe, and then became Industrial Chaplain to the Bishop of Lincoln.

Scunthorpe's suburbs/nearby villages include places like Brumby, Crosby, Frodingham, and others. 

This question likely refers to **Bill Wright** or perhaps more specifically to a clergyman associated with the industrial","I need to think about this carefully. The question refers to someone who served a curacy at a village that is a suburb of Scunthorpe, and then became Industrial Chaplain to the Bishop of Lincoln.

The villages that are suburbs of Scunthorpe include places like Brumby, Crosby, Frodingham, Bottesford, and others.

This question likely refers to **Bill Wright** (or possibly another clergyman),",76.94102915370506,0.9600223898887634,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,10,global,0,hotpot_qa,What is the first two words of the fifth studio album of Joseph Edgar Foreman?,What is the first two words of the fifth studio album of Joseph Edgar Foreman?,1.0,"Joseph Edgar Foreman is the real name of **Aesop Rock**. His fifth studio album is **""None Shall Pass""** (2007).

The first two words are **""None Shall""** — wait, that's three words total. The first two words are **""None Shall""**.","Joseph Edgar Foreman is the real name of **Aesop Rock**. His fifth studio album is **""None Shall Pass""** (2007).

The first two words are **""None Shall""** — wait, that's three words total. The first two words of the title are **""None Shall""**.",93.48189981364854,0.9910395741462708,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,11,global,0,hotpot_qa,The Twelfth United States Army Group commander was the first chairman of what?,The Twelfth United States Army Group commander was the first chairman of what?,1.0,The Twelfth United States Army Group was commanded by General **Omar Bradley**. He became the first Chairman of the **Joint Chiefs of Staff** (1949–1953).,The Twelfth United States Army Group was commanded by General **Omar Bradley**. He became the first Chairman of the **Joint Chiefs of Staff** (1949–1953).,100.00000000000004,0.9999999403953552,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,12,global,0,hotpot_qa,Politician Lyman Sherwood was born in what New York county?,Politician Lyman Sherwood was born in what New York county?,1.0,"Lyman Sherwood was a politician born in Addison County... let me reconsider.

Lyman Sherwood was born in **Chenango County**, New York.","Lyman Sherwood was a politician born in Addison County... let me reconsider.

Lyman Sherwood was born in **Chenango County**, New York.",100.00000000000004,1.0,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,13,global,0,hotpot_qa,Robert Earl Holding owned an oil company that was originally founded by who?,Robert Earl Holding owned an oil company that was originally founded by who?,1.0000001192092896,"Robert Earl Holding owned **Sinclair Oil**, which was originally founded by **Harry F. Sinclair** in 1916.","Robert Earl Holding owned **Sinclair Oil**, which was originally founded by **Harry F. Sinclair** in 1916.",100.00000000000004,1.0000001192092896,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,14,global,0,hotpot_qa,"The chorus of ""On the Radio"" contains references to the song ""November Rain"" whose band's lead singer is?","The chorus of ""On the Radio"" contains references to the song ""November Rain"" whose band's lead singer is?",1.0,"The song ""On the Radio"" (by Regina Spektor) contains references to ""November Rain"" by **Guns N' Roses**, whose lead singer is **Axl Rose**.","The song ""On the Radio"" (by Regina Spektor) contains references to ""November Rain"" by **Guns N' Roses**, whose lead singer is **Axl Rose**.",100.00000000000004,1.0,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,15,global,0,hotpot_qa,"If the Charhki  Dadri crash was less dangerous than the Tenerife airport disaster, which occured firat?","If the Charhki  Dadri crash was less dangerous than the Tenerife airport disaster, which occured firat?",1.0000001192092896,"The **Tenerife airport disaster** occurred first, in **1977**. The Charkhi Dadri mid-air collision occurred in **1996**.

You're correct that Tenerife was more dangerous (deadlier) — it remains the **deadliest aviation accident in history**, killing 583 people, while Charkhi Dadri killed 349 people (though that crash was the deadliest mid-air collision in history","The **Tenerife airport disaster** occurred first, in **1977**. The Charkhi Dadri mid-air collision occurred in **1996**.

The Tenerife disaster (583 deaths) was actually the **deadlier** of the two events and remains the deadliest aviation accident in history. The Charkhi Dadri collision (349 deaths), while catastrophic, had a lower death toll — so your premise that",49.48728076416867,0.9420084357261658,,,,0.0,0.0,0.0,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,0,global,1,hotpot_qa,What nationality was Oliver Reed's character in the film Royal Flash?,What nationality  was Oliver Reed's character in the film Royal Flash?,0.9868372678756714,"In the film **Royal Flash** (1975), Oliver Reed played **Otto von Bismarck**, who was German.","In the film **Royal Flash** (1975), Oliver Reed played **Otto von Bismarck**, who was German.",100.00000000000004,1.0,,,,0.0,0.0,-0.0131627321243286,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,1,global,1,hotpot_qa,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,Pacific Mozart Ensemble performed which  German composer's Der Lindberghflug in 2002?,0.981185495853424,"The Pacific Mozart Ensemble performed **Kurt Weill**'s *Der Lindberghflug* in 2002. (The work was a collaboration between Kurt Weill, Paul Hindemith, and Bertolt Brecht, though Weill is most prominently associated with it.)","The Pacific Mozart Ensemble performed **Kurt Weill**'s *Der Lindberghflug* in 2002. (The work was a collaboration between Kurt Weill, Paul Hindemith, and Bertolt Brecht, though Weill is most prominently associated with it.)",100.00000000000004,0.9999999403953552,,,,0.0,0.0,-0.018814504146576,0.0,,0.0,
Spacing,HotpotQA,results/closed_models/run_claude_sonnet_4_6_hotpot_qa_spacing_20260501_031212,claude-sonnet-4-6,2,global,1,hotpot_qa,"Who released the song ""With or Without You"" first, Jai McDowall or U2?","Who released the song ""With or Without You"" first, Jai McDowall  or U2?",0.9894427061080932,"**U2** released ""With or Without You"" first. It came out in 1987 as part of their album *The Joshua Tree*. Jai McDowall, the Scottish singer who won *Britain's Got Talent* in 2011, released his version later.","**U2** released ""With or Without You"" first. It came out in 1987 as part of their album *The Joshua Tree*. Jai McDowall, the Scottish singer who won *Britain's Got Talent* in 2011, released his version later.",100.00000000000004,1.0,,,,0.0,0.0,-0.0105572938919068,0.0,,0.0,
